UT	AF	TI	SO	AB	C1	PY	WC	author	gender.x	author_male	gender.y	author_female
ISI000430539200004	[ANONYMOUS]	FEMTECHNET A COLLECTIVE STATEMENT ON TEACHING AND LEARNING RACE, FEMINISM, AND TECHNOLOGY	FRONTIERS-A JOURNAL OF WOMEN STUDIES	RACISM AND SEXISM ARE NOT SEPARATE ENTITIES, BUT ARE INTERDEPENDENT MODES OF DOMINATION WHICH AFFECT US ALL, FOR CONTRARY TO MUCH CONTEMPORARY WHITE FEMINIST THEORIZING, RACISM OFT EN EXPRESSES ITSELF IN SEXIST TERMS AND SEXISM IN RACIST TERMS.		2018	WOMEN'S STUDIES					
ISI000430484800001	EISENBERG, MARLA E.; MEHUS, CHRISTOPHER J.; SAEWYC, ELIZABETH M.; CORLISS, HEATHER L.; GOWER, AMY L.; SULLIVAN, RICHARD; PORTA, CAROLYN M.	HELPING YOUNG PEOPLE STAY AFLOAT: A QUALITATIVE STUDY OF COMMUNITY RESOURCES AND SUPPORTS FOR LGBTQ ADOLESCENTS IN THE UNITED STATES AND CANADA	JOURNAL OF HOMOSEXUALITY	LGBTQ YOUTH ARE AT INCREASED RISK OF POOR HEALTH OUTCOMES. THIS QUALITATIVE STUDY GATHERED DATA FROM LGBTQ ADOLESCENTS REGARDING THEIR COMMUNITIES AND DESCRIBES THE RESOURCES THEY DRAW ON FOR SUPPORT. WE CONDUCTED 66 GO-ALONG INTERVIEWS WITH DIVERSE LGBTQ ADOLESCENTS (MEAN AGE = 16.6) IN MINNESOTA, MASSACHUSETTS, AND BRITISH COLUMBIA IN 2014-2015, IN WHICH INTERVIEWERS ACCOMPANIED PARTICIPANTS IN THEIR COMMUNITIES TO BETTER UNDERSTAND THOSE CONTEXTS. THEIR RESPONSES WERE SYSTEMATICALLY ORGANIZED AND CODED FOR COMMON THEMES, REFLECTING LEVELS OF THE SOCIAL ECOLOGICAL MODEL. PARTICIPANTS DESCRIBED RESOURCES AT EACH LEVEL, EMPHASIZING ORGANIZATIONAL, COMMUNITY, AND SOCIAL FACTORS SUCH AS LGBTQ YOUTH ORGANIZATIONS AND EVENTS, MEDIA PRESENCE, AND VISIBILITY OF LGBTQ ADULTS. NUMEROUS RESOURCES WERE IDENTIFIED, AND REPRESENTATIVE THEMES WERE HIGHLY CONSISTENT ACROSS LOCATIONS, GENDERS, ORIENTATIONS, RACIAL/ETHNIC GROUPS, AND CITY SIZE. FINDINGS SUGGEST NEW AVENUES FOR RESEARCH WITH LGBTQ YOUTH AND MANY OPPORTUNITIES FOR COMMUNITIES TO CREATE AND EXPAND RESOURCES AND SUPPORTS FOR THIS POPULATION.	[EISENBERG, MARLA E.; MEHUS, CHRISTOPHER J.; GOWER, AMY L.] UNIV MINNESOTA, DIV GEN PEDIAT & ADOLESCENT HLTH, MINNEAPOLIS, MN USA.; [SAEWYC, ELIZABETH M.] UNIV BRITISH COLUMBIA, SCH NURSING, STIGMA & RESILIENCE VULNERABLE YOUTH CTR, VANCOUVER, BC, CANADA.; [CORLISS, HEATHER L.] SAN DIEGO STATE UNIV, GRAD SCH PUBL HLTH, SAN DIEGO, CA 92182 USA.; [CORLISS, HEATHER L.] SAN DIEGO STATE UNIV, INST BEHAV & COMMUNITY HLTH, SAN DIEGO, CA 92182 USA.; [SULLIVAN, RICHARD] UNIV BRITISH COLUMBIA, SCH SOCIAL WORK, VANCOUVER, BC, CANADA.; [PORTA, CAROLYN M.] UNIV MINNESOTA, SCH NURSING, MINNEAPOLIS, MN 55455 USA.	2018	PSYCHOLOGY, MULTIDISCIPLINARY; SOCIAL SCIENCES, INTERDISCIPLINARY	7.0	male	2.0	female	5.0
ISI000430484800003	BAERT, STIJN	HIRING A GAY MAN, TAKING A RISK?: A LAB EXPERIMENT ON EMPLOYMENT DISCRIMINATION AND RISK AVERSION	JOURNAL OF HOMOSEXUALITY	WE INVESTIGATE RISK AVERSION AS A DRIVER OF LABOR MARKET DISCRIMINATION AGAINST HOMOSEXUAL MEN. WE SHOW THAT MORE HIRING DISCRIMINATION BY MORE RISK-AVERSE EMPLOYERS IS CONSISTENT WITH TASTE-BASED AND STATISTICAL DISCRIMINATION. TO TEST THIS HYPOTHESIS WE CONDUCT A SCENARIO EXPERIMENT IN WHICH EXPERIMENTAL EMPLOYERS TAKE A FICTITIOUS HIRING DECISION CONCERNING A HETEROSEXUAL OR HOMOSEXUAL MALE JOB CANDIDATE. IN ADDITION, PARTICIPANTS ARE SURVEYED ON THEIR RISK AVERSION AND OTHER CHARACTERISTICS THAT MIGHT CORRELATE WITH THIS RISK AVERSION. ANALYSIS OF THE (POST-) EXPERIMENTAL DATA CONFIRMS OUR HYPOTHESIS. THE LIKELIHOOD OF A BENEFICIAL HIRING DECISION FOR HOMOSEXUAL MALE CANDIDATES DECREASES BY 31.7% WHEN EMPLOYERS ARE A STANDARD DEVIATION MORE RISK-AVERSE.	[BAERT, STIJN] UNIV GHENT, DEPT SOCIAL ECON, SINT PIETERSPL 6, B-9000 GHENT, BELGIUM.	2018	PSYCHOLOGY, MULTIDISCIPLINARY; SOCIAL SCIENCES, INTERDISCIPLINARY					
ISI000430484800004	GARRIDO-HERNANSAIZ, HELENA; MARTIN-FERNANDEZ, MANUEL; CASTANO-TORRIJOS, AIDA; CUEVAS, ISABEL	DEVELOPMENT AND VALIDATION OF THE ADAS SCALE AND PREDICTION OF ATTITUDES TOWARD AFFECTIVE-SEXUAL DIVERSITY AMONG SPANISH SECONDARY STUDENTS	JOURNAL OF HOMOSEXUALITY	VIOLENCE AGAINST NON-HETEROSEXUAL ADOLESCENTS IN EDUCATIONAL CONTEXTS REMAINS A WORRYING REALITY, BUT NO ADEQUATE ATTITUDES TOWARD AFFECTIVE-SEXUAL DIVERSITY (ATASD) MEASURE EXISTS FOR SPANISH ADOLESCENT STUDENTS. WE DEVELOPED A 27-ITEM SCALE INCLUDING COGNITIVE, AFFECTIVE, AND BEHAVIORAL ASPECTS, WHICH WAS COMPLETED BY 696 SECONDARY SCHOOL STUDENTS FROM THE MADRID AREA. FACTOR ANALYSES SUGGESTED A UNIDIMENSIONAL MODEL, CRONBACH'S ALPHA INDICATED EXCELLENT SCALE SCORES RELIABILITY, AND ITEM CALIBRATION UNDER THE ITEM RESPONSE THEORY FRAMEWORK SHOWED THAT THE SCALE IS ESPECIALLY INFORMATIVE FOR HOMOPHOBIC ATTITUDES. A HIERARCHICAL MULTIPLE REGRESSION ANALYSIS SHOWED THAT VARIABLES TRADITIONALLY RELATED TO ATASD (GENDER, AGE, RELIGION, NATIONALITY, PERCEIVED PARENTAL/PEER ATTITUDES, DIRECT CONTACT WITH LGB PEOPLE) ALSO WERE SO IN OUR SAMPLE. MOREOVER, INTEREST IN SEXUALITY TOPICS AND PERCEIVED CENTER'S EFFORTS TO PROVIDE ATASD EDUCATION WERE RELATED TO BETTER ATASD. OUR SCALE WAS RELIABLE AND VALID, AND IT MAY ALSO PROVE USEFUL IN EFFORTS TO DETECT THOSE STUDENTS WITH HOMOPHOBIC ATTITUDES AND TO GUIDE INTERVENTIONS.	[GARRIDO-HERNANSAIZ, HELENA] UNIV AUTONOMA MADRID, DEPT BIOL & HLTH PSYCHOL, MADRID, SPAIN.; [MARTIN-FERNANDEZ, MANUEL] UNIV VALENCIA, DEPT SOCIAL PSYCHOL, VALENCIA, SPAIN.; [CASTANO-TORRIJOS, AIDA] MIRALES MAGAZINE, MADRID, MADRID, SPAIN.; [CUEVAS, ISABEL] UNIV AUTONOMA MADRID, DEPT DEV & EDUC PSYCHOL, MADRID, SPAIN.	2018	PSYCHOLOGY, MULTIDISCIPLINARY; SOCIAL SCIENCES, INTERDISCIPLINARY	4.0	male	1.0	female	3.0
ISI000430484800007	SUEN, YIU TUNG; CHAN, RANDOLPH CHUN HO; WONG, ELIZ MIU YIN	MENTAL HEALTH OF TRANSGENDER PEOPLE IN HONG KONG: A COMMUNITY-DRIVEN, LARGE-SCALE QUANTITATIVE STUDY DOCUMENTING DEMOGRAPHICS AND CORRELATES OF QUALITY OF LIFE AND SUICIDALITY	JOURNAL OF HOMOSEXUALITY	"\\\""A COMMUNITY-DRIVEN SURVEY OF 106 TRANSGENDER PEOPLE (THE FIRST SUCH SURVEY IN HONG KONG) SHOWED THAT: (1) MORE THAN HALF THE SAMPLE (50.9%) HAD A UNIVERSITY DEGREE OR HIGHER QUALIFICATION; (2) DESPITE THIS, 43.4% HAD A MONTHLY INCOME BELOW HK$6,000 (ABOUT USD$775); (3) 66% REPORTED \\\""FAIR\\\"" OR \\\""POOR\\\"" QUALITY OF LIFE; (4) 67% OF THE SAMPLE (87.1% OF RESPONDENTS AGED 15-24 YEARS) HAD CONTEMPLATED SUICIDE; AND (5) 20.8% OF THE SAMPLE (35.5% OF RESPONDENTS AGED 15-24 YEARS) HAD ATTEMPTED SUICIDE. IT WAS FOUND THAT (1) THOSE WHO WERE SINGLE, HAD A LOWER MONTHLY INCOME, AND IDENTIFIED AS TRANSGENDER WOMEN REPORTED LOWER QUALITY OF LIFE; AND (2) THOSE WHO WERE YOUNGER AND ON A LOWER INCOME EXPRESSED HIGHER SUICIDALITY. THE FINDINGS SUGGEST THAT SERVICE PROVIDERS AND POLICY MAKERS URGENTLY NEED TO ADDRESS THE MENTAL HEALTH NEEDS OF TRANSGENDER PEOPLE, PARTICULAR YOUNGER TRANSGENDER PEOPLE.\\""\"""""	[SUEN, YIU TUNG; CHAN, RANDOLPH CHUN HO; WONG, ELIZ MIU YIN] CHINESE UNIV HONG KONG, GENDER STUDIES PROGRAMME, ROOM 250,2ND FLOOR,SINO BLDG, HONG KONG, HONG KONG, PEOPLES R CHINA.	2018	PSYCHOLOGY, MULTIDISCIPLINARY; SOCIAL SCIENCES, INTERDISCIPLINARY	2.0	male	1.0	female	1.0
ISI000430487100009	DUNCAN, JAMES M.; WITHERS, MATHEW C.; LUCIER-GREER, MALLORY; FERRARO, ANTHONY J.; REED-FITZKE, KAYLA	RESEARCH NOTE: SOCIAL LEISURE ENGAGEMENT, PEER SUPPORT, AND DEPRESSIVE SYMPTOMOLOGY AMONG EMERGING ADULTS	LEISURE STUDIES	THIS RESEARCH NOTE APPLIED SELF-DETERMINATION THEORY TO THE STUDY OF SOCIAL LEISURE AND WELL-BEING AMONG COLLEGIATE EMERGING ADULTS. SELF-DETERMINATION THEORY POSITS THAT INDIVIDUALS SEEK OUT ENVIRONMENTS THAT PROMOTE BASIC PSYCHOLOGICAL NEEDS; AMONG THESE NEEDS IS THE NEED FOR RELATEDNESS. WE EXAMINED THE RELATIONSHIP BETWEEN SOCIAL LEISURE ENGAGEMENT (CONCEPTUALISED AS AN ENVIRONMENT THAT PROMOTES CONNECTIONS TO OTHERS) AND EMERGING ADULTS' DEPRESSIVE SYMPTOMOLOGY. MORE SPECIFICALLY, WE HYPOTHESISED THAT THIS NEED-SUPPORTIVE ENVIRONMENT WOULD BE RELATED TO HIGHER LEVELS OF PEER SUPPORT (A FORM OF RELATEDNESS) AND WOULD PROMOTE BETTER MENTAL HEALTH. PARTICIPANTS (N=270) WERE BETWEEN THE AGES OF 18 AND 25. USING PATH MODELS, WE FOUND THAT THERE WAS A SIGNIFICANT NEGATIVE RELATIONSHIP BETWEEN SOCIAL LEISURE ENGAGEMENT AND DEPRESSIVE SYMPTOMOLOGY. FURTHERMORE, PEER SUPPORT SERVED AS A SIGNIFICANT LINKING MECHANISM BETWEEN SOCIAL LEISURE AND DEPRESSIVE SYMPTOMOLOGY. RESULTS PROVIDE EVIDENCE FOR THE APPLICATION OF SELF-DETERMINATION THEORY TO THE STUDY OF SOCIAL LEISURE ENGAGEMENT AS A NEED-SUPPORTIVE ENVIRONMENT THAT CAN FACILITATE RELATEDNESS AND BETTER MENTAL HEALTH AMONG EMERGING ADULTS.	[DUNCAN, JAMES M.] UNIV ARKANSAS, SCH HUMAN ENVIRONM SCI, FAYETTEVILLE, AR 72701 USA.; [WITHERS, MATHEW C.] CALIF STATE UNIV CHICO, MARRIAGE & FAMILY THERAPY PROGRAM, CHICO, CA 95929 USA.; [LUCIER-GREER, MALLORY] AUBURN UNIV, HUMAN DEV & FAMILY STUDIES, AUBURN, AL 36849 USA.; [FERRARO, ANTHONY J.] KANSAS STATE UNIV, SCH FAMILY STUDIES & HUMAN SERV, MANHATTAN, KS 66506 USA.; [REED-FITZKE, KAYLA] UNIV IOWA, COUPLE & FAMILY THERAPY PROGRAM, IOWA CITY, IA USA.	2018	HOSPITALITY, LEISURE, SPORT & TOURISM	5.0	male	3.0	female	2.0
ISI000430457900003	PROEHL, KRISTEN	FRIED GREEN TOMATOES AND THE COLOR PURPLE: A CASE STUDY IN LESBIAN FRIENDSHIP AND CULTURAL CONTROVERSY	JOURNAL OF LESBIAN STUDIES	PUBLISHED IN THE 1980S, FANNIE FLAGG'S FRIED GREEN TOMATOES AT THE WHISTLE STOP CAFE AND ALICE WALKER'S THE COLOR PURPLE ARE LESBIAN COMING-OF-AGE NARRATIVES THAT SHARE A GREAT DEAL IN COMMON IN TERMS OF THEIR THEMATIC CONTENT, PUBLICATION HISTORIES, AND CULTURAL AFTERLIVES. IN BOTH NOVELS, FEMALE FRIENDSHIPS ARE SHAPED BY PATRIARCHAL VIOLENCE AND DEVELOP IN THE CONTEXT OF THE RURAL, SEGREGATED, EARLY TWENTIETH-CENTURY U.S. SOUTH. BUT THE TWO NOVELS ALSO DIVERGE IN SIGNIFICANT WAYS, AS DIFFERENCES IN RACE, GENDER, CLASS, AND SEXUALITY SHAPE THEIR PROTAGONISTS' EXPERIENCES OF LOVE AND FRIENDSHIP. AS FILMMAKERS STEVEN SPIELBERG AND JON AVNET ADAPTED THESE NOVELS FOR THE SCREEN, THEY MADE DECISIONS ABOUT HOW TO PORTRAY THE TEXTS' REPRESENTATIONS OF HOMOEROTIC FRIENDSHIP AND SAME-SEX LOVE. BOTH FILMS GENERATED SIGNIFICANT CULTURAL CONTROVERSY AS A RESULT, PARTICULARLY AS SOME VIEWERS CLAIMED THAT THE FILMS ELIDED THE NOVELS' REPRESENTATIONS OF LESBIAN SEXUALITY. BUILDING UPON RECENT SCHOLARSHIP IN CRITICAL RACE THEORY, QUEER THEORY, AND FRIENDSHIP STUDIES, I ARGUE THAT WALKER'S AND FLAGG'S REPRESENTATIONS OF QUEER FRIENDSHIP, A TERM THAT I DESCRIBE IN MORE DETAIL THROUGHOUT THE ESSAY, SUBVERT DOMINANT CLASSIFICATIONS OF ROMANTIC, FAMILIAL, AND PLATONIC LOVE. BY COMPARATIVELY ANALYZING THE AMERICAN PUBLIC'S RECEPTION OF THE TWO FILM ADAPTATIONS IN CONJUNCTION WITH CLOSE READINGS OF SCENES FROM THE NOVELS AND FILMS, I REVEAL HOW REPRESENTATIONS OF QUEER FRIENDSHIP NOT ONLY CATALYZE CULTURAL CONTROVERSY, BUT ALSO SERVE AS A VEHICLE OF SOCIAL CRITICISM.	[PROEHL, KRISTEN] SUNY COLL BROCKPORT, DEPT ENGLISH, BROCKPORT, NY 14420 USA.	2018	SOCIAL SCIENCES, INTERDISCIPLINARY	1.0			female	1.0
ISI000430457900004	SCHECHNER, STEPHANIE	"\\\""\\\""IF ONLY YOU WERE A BOY ... \\\"": FRIENDSHIP AND SEXUAL IDENTITY IN MIREILLE BEST'S HYMNE AUX MURENES\\""\"""""	JOURNAL OF LESBIAN STUDIES	"\\\""WHILE MUCH FRENCH FICTION DEVOTED TO LESBIANS FOCUSES ON ROMANTIC RELATIONSHIPS, MIREILLE BEST'S (1943-2005) FIRST NOVEL, HYMNE AUX MURENES (HYMN TO THE MORAY EELS) (1986), DEPICTS A WIDE VARIETY OF RELATIONSHIPS BETWEEN THE LESBIAN PROTAGONIST, MILA, AND THE OTHER YOUNG WOMEN STAYING IN A SANATORIUM OF SORTS FOR THE TREATMENT OF AN UNNAMED ILLNESS. IN THIS ALL-FEMALE ENVIRONMENT, BEST DEPICTS RELATIONSHIPS BETWEEN MILA AND PAULE, A CLOSETED LESBIAN EMPLOYEE OF THE SANATORIUM; BETWEEN MILA AND YOUNG WOMEN LIKE JOSETTE AND LILLI, WHO ARE SOMEWHAT ATTRACTED TO MILA BUT, FOR THE MOST PART, DO NOT ACT ON THIS ATTRACTION; AND BETWEEN VERY CLOSE HETEROSEXUAL FRIENDS (NICOLI AND NICOLA). IN SO DOING, BEST EXPANDS THE READER'S NOTION OF FRIENDSHIP BETWEEN WOMEN AND BLURS THE LINES BETWEEN LESBIANS AND HETEROSEXUALS, GUIDING THE READER TOWARD A MORE COMPLEX UNDERSTANDING OF FEMALE FRIENDSHIP IN GENERAL AND LESBIAN FRIENDSHIP IN PARTICULAR. THROUGHOUT THE NOVEL, SEVERAL CHARACTERS EXPRESS FRUSTRATION ABOUT MILA'S GENDER IDENTITY BY SAYING, \\\""IF ONLY YOU WERE A BOY...\\\"" WHILE MILA REMAINS ROMANTICALLY FRUSTRATED, SHE DEVELOPS CLOSE FRIENDSHIPS WITH SEVERAL YOUNG WOMEN, AND BEST THUS CONVEYS OPTIMISM ABOUT LESBIANS' ABILITY TO FORM FRIENDSHIPS DURING ADOLESCENCE AND EARLY ADULTHOOD, A TIME OF LIFE WHEN, ACCORDING TO HER CHARACTERS, THE BOUNDARIES BETWEEN HETEROSEXUALITY AND LESBIANISM SEEM LESS RIGID THAN THEY MIGHT BE LATER IN LIFE. IN THIS ESSAY, I FOCUS PRIMARILY ON BEST'S FIRST NOVEL, BUT I INCLUDE BRIEF REFLECTIONS ON AN EARLIER SHORT STORY THAT ECHOES THE PRESENTATION OF LESBIANS AND FRIENDSHIP FOUND IN THE NOVEL.\\""\"""""	[SCHECHNER, STEPHANIE] WIDENER UNIV, FRENCH, CHESTER, PA 19013 USA.	2018	SOCIAL SCIENCES, INTERDISCIPLINARY	1.0			female	1.0
ISI000430457900006	FORSTIE, CLARE	AMBIVALENTLY POST-LESBIAN: LBQ FRIENDSHIPS IN THE RURAL MIDWEST	JOURNAL OF LESBIAN STUDIES	"\\\""USING DATA FROM FRIENDSHIP INTERVIEWS WITH LESBIAN, BISEXUAL, AND QUEER WOMEN IN A SMALL MIDWESTERN CITY, I ARGUE THAT NON-URBAN COMMUNITIES MIGHT BE CHARACTERIZED AS AMBIVALENTLY POST-LESBIAN, AS PARTICIPANTS EXPLAIN THAT SHARED IDENTITIES \\\""DON'T MATTER\\\"" IN THEIR FRIENDSHIPS, WHILE CONTINUING TO INSIST ON THE RELEVANCE OF LESBIAN IDENTITY IN THEIR COMMUNITY. THIS RESEARCH HIGHLIGHTS THREE SETS OF CONCERNS ABOUT LESBIAN COMMUNITIES, IDENTITIES, AND FRIENDSHIPS. FIRST, GIVEN THE THEORETICAL PURCHASE OF THE CONCEPT OF \\\""POST-GAY\\\"" COMMUNITIES, THERE IS A PARALLEL NEED TO DEVELOP THE CONCEPT OF \\\""POST-LESBIAN\\\"" AS UNIQUELY AMBIVALENT AND DISTINCT FROM POST-GAY DISCOURSES, AS THE CASE OF LBQ FRIENDSHIP DEMONSTRATES. SECOND, THE APPEARANCE OF POST-LESBIAN NARRATIVES BEYOND MAJOR CITIES SUGGESTS A NEED TO REASSESS THE PRESUMABLY PROGRESSIVE POST-GAY NARRATIVE THAT GAY IDENTITIES ARE BECOMING LESS CENTRAL TO GAY LIVES. FINALLY, A FOCUS ON CLOSE LESBIAN FRIENDSHIPS HIGHLIGHTS THE CENTRAL ROLE SUCH RELATIONSHIPS CONTINUE TO PLAY IN CONSTITUTING, AND PERHAPS DISMANTLING, LESBIAN IDENTITIES AND COMMUNITIES.\\""\"""""	[FORSTIE, CLARE] UNIV WISCONSIN PLATTEVILLE, INTERDISCIPLINARY GENDER & SEXUAL STUDIES CLUSTER, PLATTEVILLE, WI USA.; [FORSTIE, CLARE] UNIV WISCONSIN PLATTEVILLE, GENDER & SEXUAL, PLATTEVILLE, WI USA.; [FORSTIE, CLARE] NORTHWESTERN UNIV, SOCIOL, EVANSTON, IL USA.	2018	SOCIAL SCIENCES, INTERDISCIPLINARY	1.0			female	1.0
ISI000430457900008	SILVERMAN, RACHEL E.	MY FEMME FRIENDSHIP	JOURNAL OF LESBIAN STUDIES	THIS AUTOETHNOGRAPHIC STUDY OF FEMME FRIENDSHIP EXPLORES THE CONNECTION AND RELATIONSHIP BETWEEN TWO FEMME LESBIANS-MY FEMME FRIEND AMBER AND MYSELF. THE SHARED EXPERIENCE OF INVISIBILITY AND THE RELATED PERILS AND PRIVILEGES THAT COME WITH PASSING AS STRAIGHT ENACT A BOND UNLIKE ANY EITHER OF US HAVE PREVIOUSLY EXPERIENCED. MEETING WITHIN THE CONTEXT OF A POLYAMOROUS RELATIONSHIP ADDS A LAYER OF COMPLEXITY TO OUR FRIENDSHIP THAT DEEPENS THE RELATIONSHIP. THE STORY OF OUR FRIENDSHIP SHOWCASES A SPECIFIC SORT OF FRIENDSHIP, ONE GROUNDED IN THEORIES OF GENDER PERFORMANCE, SEXUALITY, INVISIBILITY, AND LANGUAGE.	[SILVERMAN, RACHEL E.] EMBRY RIDDLE UNIV, DEPT HUMANITIES & COMMUN, 600 S CLYDE MORRIS BLVD, DAYTONA BEACH, FL 32114 USA.	2018	SOCIAL SCIENCES, INTERDISCIPLINARY	1.0			female	1.0
ISI000430445200003	ZIEGLER, AARON; HENKE, TRAVIS; WIEDRICK, JACK; HELOU, LEAH B.	EFFECTIVENESS OF TESTOSTERONE THERAPY FOR MASCULINIZING VOICE IN TRANSGENDER PATIENTS: A META-ANALYTIC REVIEW	INTERNATIONAL JOURNAL OF TRANSGENDERISM	BACKGROUND: TESTOSTERONE THERAPY IS THE PREDOMINANT TREATMENT FOR VOICE MASCULINIZATION IN TRANSGENDER PATIENTS. ALTHOUGH LOWERING OF VOICE FUNDAMENTAL FREQUENCY (F(0)) OCCURS WITH TESTOSTERONE THERAPY, EVIDENCE SUGGESTS VOICE AND GENDER IDENTITY MAY NOT FULLY ALIGN-I.E., VOICE-GENDER CONGRUENCE MAY NOT BE ACHIEVED-WITH ITS USE. AIM: THIS META-ANALYTIC REVIEW EVALUATES THE EFFECTIVENESS OF TESTOSTERONE THERAPY TO MASCULINIZE VOICE IN TRANSGENDER PATIENTS. METHODS: MULTIPLE ELECTRONIC DATABASES WERE QUERIED (INCLUSION DATES: FROM DATABASE INCEPTION UP TO OCTOBER 27, 2017) TO IDENTIFY ORIGINAL RESEARCH ON VOICE MASCULINIZATION USING TESTOSTERONE THERAPY. NINETEEN ARTICLES WERE INCLUDED IN THIS META-ANALYTIC REVIEW, WHICH FOLLOWED PRISMA GUIDELINES. IN ADDITION TO QUALITATIVE ANALYSES, RANDOM EFFECTS PROPORTION META-ANALYSES WERE PERFORMED ON DATA RELATED TO F(0), VOICE-GENDER CONGRUENCE, VOICE PROBLEMS, AND SATISFACTION WITH VOICE. RESULTS: A META-ANALYSIS ON F(0) DATA SHOWED AFTER 1 YEAR OF TESTOSTERONE THERAPY A COMBINED ESTIMATE OF 21% OF PARTICIPANTS (95% CONFIDENCE INTERVAL [CI]: 5%-43%; I-2: 59.9%) DID NOT ACHIEVE CISGENDER MALE NORMATIVE FREQUENCIES (F(0) <= 131 HZ). META-ANALYSES ON INCOMPLETE VOICE-GENDER CONGRUENCE AND VOICE PROBLEMS INDICATED COMBINED ESTIMATES OF 21% (95% CI: 10%-34%; I-2: 0.0%) AND 46% (95% CI: 14%-79%; I2: 90.2%), RESPECTIVELY. REGARDING INCOMPLETE SATISFACTION WITH VOICE, A META-ANALYSIS SHOWED A COMBINED ESTIMATE OF 16% (95% CI: 7%-28%; I-2: 0.0%). DISCUSSION: WE FOUND THAT NOT ALL TRANSGENDER PATIENTS USING TESTOSTERONE THERAPY TO MASCULINIZE VOICE SHOULD EXPECT F(0) LOWERING TO CISGENDER MALE NORMATIVE FREQUENCIES AFTER 1 YEAR. THE VOCAL TRANSITION MAY INVOLVE VOICE PROBLEMS FOR MANY PATIENTS, AND SOME MIGHT NOT ACHIEVE VOICE-GENDER CONGRUENCE WITHOUT ADDITIONAL, VOICE-SPECIFIC INTERVENTION. GIVEN THESE FINDINGS, A VOICE EVALUATION SHOULD OCCUR PRIOR TO INITIATING TESTOSTERONE THERAPY AND INVOLVE COUNSELING ON EXPECTATIONS FOR VOICE. TRANSGENDER PATIENTS WHO PURSUE VOICE MASCULINIZATION MAY NEED MANAGEMENT FROM LARYNGOLOGY AND SPEECH AND LANGUAGE THERAPY TO IMPROVE VOICE-GENDER CONGRUENCE, MITIGATE VOICE PROBLEMS, AND INCREASE SATISFACTION WITH VOICE.	[ZIEGLER, AARON; HENKE, TRAVIS] OREGON HLTH & SCI UNIV, SCH MED, DEPT OTOLARYNGOL HEAD & NECK SURG, PORTLAND, OR 97201 USA.; [WIEDRICK, JACK] OREGON HLTH & SCI UNIV, SCH PUBL HLTH, BIOSTAT & DESIGN PROGRAM, PORTLAND, OR 97201 USA.; [HELOU, LEAH B.] UNIV PITTSBURGH, DEPT COMMUN SCI & DISORDERS, PITTSBURGH, PA USA.	2018	PSYCHOLOGY, CLINICAL; PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; SOCIAL SCIENCES, INTERDISCIPLINARY; SOCIAL SCIENCES, BIOMEDICAL	4.0	male	3.0	female	1.0
